location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),24 X 7 Security,Children's play area,Club House,Full Power Backup,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,Gymnasium,School,locality_score,project_score,builder_experience,Intercom,Rain Water Harvesting,Car Parking,Vaastu Compliant,Indoor Games,Multipurpose Room,Staff Quarter,Golf Course,Cafeteria,Maintenance Staff,ATM,Shopping Mall,Hospital
Lal Kuan,900,3318000,INR,,1,0,"It’s a 2 bhk villa situated in Property Vision Promotors And Developers Mansarovar Park Lalkua, Lal Kuan. It has a salable area of 900 sqft and is available at a price of Rs. 3,686 per sqft. The house is semi-furnished. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,east,0,4,0,0,1,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Raj Nagar Extension,2700,15000000,INR,0,1,0,"Looking for a good 4 BHK Villa in Raj Nagar Extension, Ghaziabad? This property is in one of Ghaziabad's most popular locations. This Villa is available for Rs 1.5 Cr. This modern unit has a built-up area of 2700 Square feet. This property has a good view and is North-East-facing. There are 4 bedrooms and 4 bathroom. It is very close to some of city's best hospitals, such as, Vardan Netra Chikitsalaya, Apex Healthcare And Research Centre, and Metropolis Path Lab. Established schools, such as Little Steps Play School, SILVER PEARL PLAY SCHOOL - RAJ NAGAR, and Paramount Kidzone are also close-by",1,northeast,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Raj Nagar Extension,3232,21500000,INR,0,1,0,"The house is unfurnished. It has swimming pool as well as community hall. The project also has gymnasium, power backup, children's play area, club house, intercom and gated community. It is an under-construction property . It is made in way to provide a comfortable living. Please contact us for more details. ",1,northeast,0,0,1,1,1,1,1,1,1,1,1,1,,,7.7,2022.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,
Dasna,1693,14800000,INR,1,1,0,"5 BHK Villa for sale in Wave City, Ghaziabad with modern-day amenities. The Villa is in Wave City which is a promising investment destination in Ghaziabad. This might be your chance to grab the best 5 BHK property for sale in Wave City. The built-up area is 1693 Square feet. This property has provision for 4 bathroom. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Government Hospital, Government Ayurvedic Hospital, and Bad Ram Charan Hospital Bambawar. The city's best schools like Vidya Jyoti Public School, Junior High School, govt., and Modern Height Modern Railway City are also near this housing project",1,,0,8,0,0,0,0,0,1,0,0,0,1,,7.2,,59.0,,,,,1.0,,,,,,,,
Govindpuram,1000,4800000,INR,,1,0,Well designed 3 bhk villa is available at a prime location in Govindpuram. It is a semi-furnished property. Its main door is facing northwest direction. It is an under-construction property . It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ,1,northwest,0,0,0,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,900,12200000,INR,0,1,0,"2 BHK Villa for sale in Ghaziabad. This property is in Ghukna, which is a coveted investment location. This tastefully designed 2 BHK unit is among Ghaziabad's best properties. Contact now for more details. The price of the Villa is Rs 1.22 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 900 Square feet. It has 2 bathroom and 2 bedrooms. Some of the very well-known and reputed speciality hospitals like Vardan Netra Chikitsalaya, Lifecell Multi Speciality Centre, and Geetanjali Dental Clinic are just a walk away from this location",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,1570,13200000,INR,,1,0,It is a semi-furnished property. It is an under-construction property . It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Vijay Nagar,1490,4600000,INR,1,1,0,"It’s a 3 bhk villa situated in Vijay Nagar, Ghaziabad. It has a salable area of 1490 sqft and is available at a price of Rs. 3,087 per sqft. The house is semi-furnished. Its main door is facing east direction. The society is well connected by different modes of transportation. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1200,3250000,INR,,1,0,"A 3 bhk property is available for sale in Govindpuram, Ghaziabad. It has a built-up area of 1200 sqft and is priced at Rs. 32.50 lac . The house is semi-furnished. It is northwest facing property. It is a ready-to-move-in property. ",1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar,1925,21000000,INR,,0,0,"Well designed 3 bhk villa is available at a prime location in Raj Nagar. It has an area of 1925 sqft with a carpet area of 1800 sqft . The property is available at a price of Rs. 2.10 cr . The house is semi-furnished. It is facing northwest direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,northwest,0,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
Chipiyana Buzurg,900,5400000,INR,1,1,0,It’s a 2 bhk villa situated in Chipiyana Buzurg. It has an area of 900 sqft . The property is available at a price of Rs. 54.00 lac . It is a semi-furnished property. It is a 6 year old ready-to-move-in property. The site is in close proximity to various civic utilities. ,1,northeast,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,810,2950020,INR,1,1,0,"A spacious 4 bhk villa is available for sale in Prithvi Associates Noida Greens, Chhapraula, Ghaziabad. It has a salable area of 810 sqft and is available at a price of Rs. 3,642 per sqft. The house is unfurnished. It has school. Other amenities include storm water drains, electrification(transformer, solar energy etc), internal roads, temple and gated community. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Govindpuram,1200,4100000,INR,,1,0,This spacious 3 bhk villa is available for sale and is located in the heart of Govindpuram. It has an area of 1200 sqft with a carpet area of 760 sqft . The property is available at a price of Rs. 41.00 lac . It is a semi-furnished property. It is northwest facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ,1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,1069,4560000,INR,,1,0,"It has a salable area of 1069 sqft and is available at a price of Rs. 4,265 per sqft. It is a semi-furnished property. It is facing northwest direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",1,northwest,0,0,0,0,0,0,1,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Vaishali,3200,22500000,INR,,0,0,This spacious 5 bhk villa is available for sale and is located in the heart of Vaishali. It has a built-up area of 3200 sqft and is priced at Rs. 2.25 cr . The house is semi-furnished. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ,1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Niti Khand,1300,25000000,INR,1,0,0,"Well designed 3 bhk villa is available at a prime location in Niti Khand. It is a semi-furnished property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,9.3,,,,,,,,,,,,,,,
Raj Nagar Extension,5560,25000000,INR,,1,0,"A 4 bhk property is available for sale in VVIP Assets, Raj Nagar Extension, Ghaziabad. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing northeast direction. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,northeast,0,3,1,0,1,1,1,1,1,1,1,1,,,,123.0,1.0,1.0,,,,,,,,,,,
Chipiyana Buzurg,600,2409000,INR,,1,0,"It’s a 1 bhk villa situated in Chipiyana Buzurg. It has an area of 600 sqft with a carpet area of 540 sqft . The property is available at a price of Rs. 24.09 lac . The house is semi-furnished. It is facing east direction. It is a 5 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,5,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Govindpuram,1250,2800000,INR,,1,0,"A 3 bhk property is available for sale in Jain Builders Ghaziabad Akshay Enclave, Govindpuram, Ghaziabad. It is a semi-furnished property. Its main door is facing northeast direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northeast,0,2,0,1,0,0,0,0,0,0,0,0,,,,2022.0,,,,1.0,,,,,,,,,
Lal Kuan,450,1800000,INR,,1,0,"This spacious 1 bhk villa is available for sale and is located in Property Vision Promotors And Developers Mansarovar Park Lalkua, one of the most prestigious projects of Lal Kuan. It has an area of 450 sqft with a carpet area of 400 sqft . The property is available at a price of Rs. 18.00 lac . It is an unfurnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,4,0,0,0,0,0,0,0,0,0,0,,7.4,,123.0,,,,,,,,,,,,,
Dasna,690,2599000,INR,,1,0,"It’s a 2 bhk villa situated in Dasna, Ghaziabad. It has an area of 690 sqft with a carpet area of 590 sqft . The property is available at a price of Rs. 25.99 lac . It is a semi-furnished property. Its main door is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,7.2,,,,,,,,,,,,,,,
Raj Nagar Extension,3500,15000000,INR,,1,0,"This spacious 5 bhk villa is available for sale and is located in LR Infrahomes Blue Moon Homes, one of the most prestigious projects of Raj Nagar Extension. It has a salable area of 3500 sqft and is available at a price of Rs. 4,285 per sqft. The house is semi-furnished. It is an under-construction property and is expected to get completed by 01/12/2022. It is made in way to provide a comfortable living for the residents. Contact us for more details. ",1,southwest,0,0,1,1,1,1,1,1,1,1,0,1,1.0,,8.1,123.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,1.0
Lal Kuan,728,3649000,INR,,1,0,Well designed 2 bhk villa is available at a prime location in Lal Kuan. It has a built-up area of 728 sqft and is priced at Rs. 36.49 lac . It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1,east,0,0,0,0,0,0,0,0,0,0,0,0,,7.4,,,,,,,,,,,,,,,
Kavi Nagar,4500,35000000,INR,1,0,0,It has an area of 4500 sqft . The property is available at a price of Rs. 3.50 cr . It is facing northwest direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ,1,northwest,0,0,0,0,1,1,0,1,1,0,0,1,,,,,,,,,,,,,,,,,
Raj Nagar Extension,2311,13200000,INR,,1,0,"A 2 BHK Villa for sale in Raj Nagar Extension, Ghaziabad. This beautifully designed 2 BHK unit with all the modern-day comforts is one of Raj Nagar Extension's most desired properties. Contact now for more information. The price of this Villa is Rs 1.32 Cr. Each unit has a built-up area of 2311 Square feet. The carpet area is 2311 Square feet. There are 2 bedrooms. There is provision for 2 bathroom. This residential property is near Little Steps Play School, SILVER PEARL PLAY SCHOOL - RAJ NAGAR, and Paramount Kidzone. It is also close to Vardan Netra Chikitsalaya, Apex Healthcare And Research Centre, and Metropolis Path Lab",1,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,
Ansals Chiranjiv Vihar,2120,7585000,INR,,0,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Ansals Chiranjiv Vihar. It has a salable area of 2120 sqft and is available at a price of Rs. 3,577 per sqft. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northwest,0,4,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,3450,18750050,INR,0,1,0,"Looking for a 4 BHK Villa for sale in Ghaziabad? Your search ends here. Buy this 4 BHK property in Ghaziabad's finest location, Raj Nagar Extension. The built up area of this property is 3450 Square feet. This property is North-East facing. There are 4 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Amity International School Vasundhara Sector 1, SILVER PEARL PLAY SCHOOL - RAJ NAGAR, and S D Public School. Medical facility is also close at hand with names like Vardan Netra Chikitsalaya, Roots & Ridges Dental Clinic, and Metropolis Path Lab",1,northeast,0,0,1,1,1,1,1,1,1,1,1,1,,,7.7,2022.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,
duhai,620,2650500,INR,0,1,0,"It’s a 2 bhk villa situated in duhai, Ghaziabad. It has a built-up area of 620 sqft and is priced at Rs. 26.50 lac . The house is semi-furnished. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Lal Kuan,1575,2350000,INR,,1,0,"It’s a 3 bhk villa situated in Golden Wave Infratech Royal City, Lal Kuan, Ghaziabad. The house is furnished. Its main door is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",1,northeast,1,0,1,0,1,1,1,1,1,0,0,1,,7.4,,2022.0,1.0,,,,,,,,,,,,
SWAROOP PARK,1620,5800000,INR,,0,1,,1,northeast,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dasna,1693,15000000,INR,1,0,0,"5 BHK Villa for sale in Wave City, Ghaziabad - contact now, for details about the most coveted property. This 5 BHK unit is available in Wave City and offers a premium lifestyle at the best price. It is a desired purchase for any homebuyer in Wave City. The price of this Villa is Rs 1.5 Cr. The built-up area is 1693 Square feet. There are 5 bedrooms and 4 bathroom. This property is at a walking distance from Columbia Asia Hospital - Ghaziabad, Ayurvedic treatment for Piles, Fissure, Fistula in Ghaziabad, India, and Komal Sharma Hospital. The city's best schools such as ST XAVIERS HIGH SCHOOL, Primary School, Mehrauli Village, Ghaziabad, and Prathmik IVidhyalaya are near your residential property",1,,0,2,0,0,0,0,0,0,0,0,0,0,,7.2,,2022.0,,,,,,,,,,,,,
Vaishali,1800,16300000,INR,1,0,0,"A 3 bhk property is available for sale in Vaishali, Ghaziabad. It has a built-up area of 1800 sqft and is priced at Rs. 1.63 cr . It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,0,1,0,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,
Crossing Republik,600,3310000,INR,,1,0,Well designed 2 bhk villa is available at a prime location in Raj Homez Independent 4. It is a semi-furnished property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact us for more details. ,1,,0,7,0,0,0,0,0,0,0,0,0,0,,,,2022.0,,,,,,,,,,,,,
Chipiyana Buzurg,800,3800000,INR,1,1,0,"It’s a 2 bhk villa situated in Chipiyana Buzurg. It has an area of 800 sqft . The property is available at a price of Rs. 38.00 lac . It is a semi-furnished property. It is facing east direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,630,2274930,INR,1,1,0,"Well designed 3 bhk villa is available at a prime location in Prithvi Associates Noida Greens. It has a salable area of 630 sqft and is available at a price of Rs. 3,611 per sqft. It is an unfurnished property. It has storm water drains as well as internal roads. The project also has electrification(transformer, solar energy etc), temple, gated community and school. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Govindpuram,1200,4250000,INR,,1,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Govindpuram. It has a salable area of 1200 sqft and is available at a price of Rs. 3,541 per sqft. It is a semi-furnished property. It is facing west direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chhapraula,802,3185000,INR,,1,0,"This spacious 3 bhk villa is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. Its main door is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,1,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Sector 10 Vasundhara,807,12000000,INR,,0,1,The house is semi-furnished. The property is available on freehold. The property has 1 bathroom and 2 balconies. It is a 15 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ,1,west,0,15,0,1,1,0,0,0,0,0,0,0,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0
Chhapraula,900,3249900,INR,1,1,0,"This spacious 4 bhk villa is available for sale and is located in Prithvi Associates Noida Greens, one of the most prestigious projects of Chhapraula. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,1.0,,,,,,,,,,,,,,,,
Govindpuram,615,2475000,INR,,1,0,It has an area of 615 sqft with a carpet area of 550 sqft . The property is available at a price of Rs. 24.75 lac . It is a semi-furnished property. It is northeast facing property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Please contact for more details. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,950,2975000,INR,,1,0,It’s a 3 bhk villa situated in Govindpuram. It is a semi-furnished property. Its main door is facing northeast direction. It is made in way to provide a comfortable living. Please contact us for more details. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Chipiyana Buzurg,850,3800000,INR,1,1,0,"It’s a 2 bhk villa situated in Chipiyana Buzurg, Ghaziabad. The house is semi-furnished. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,east,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Raj Nagar Extension,5000,10000000,INR,,1,0,"It’s a 4 bhk villa situated in Ascent Laxmi Villas, Raj Nagar Extension. It has an area of 5000 sqft with a carpet area of 2500 sqft . The property is available at a price of Rs. 1.00 cr . It is northeast facing property. This residential complex is under-construction as of now. The expected completion date is 31/03/2027. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,northeast,0,0,1,0,1,1,1,1,1,0,0,1,,,,14.0,1.0,,,,,,,,,,,,
Raj Nagar Extension,3500,9900000,INR,,1,0,"A 4 bhk property is available for sale in Ascent Laxmi Villas, Raj Nagar Extension, Ghaziabad. It has an area of 3500 sqft with a carpet area of 3000 sqft . The property is available at a price of Rs. 99.00 lac . The house is semi-furnished. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,14.0,,,,,,,,,,,,,
Raj Nagar Extension,2500,9900000,INR,,1,0,"A 4 bhk property is available for sale in Ascent Laxmi Villas, Raj Nagar Extension, Ghaziabad. It has an area of 2500 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 99.00 lac . The house is unfurnished. It is an under-construction property and is expected to get completed by 31/03/2027. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,14.0,,,,,,,,,,,,,
Govindpuram,1200,4111111,INR,,1,0,"A spacious 3 bhk villa is available for sale in Govindpuram, Ghaziabad. It has a built-up area of 1200 sqft and is priced at Rs. 41.11 lac . It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,east,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1200,4111000,INR,,1,0,"The house is semi-furnished. Its main door is facing northwest direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250,4100000,INR,,1,0,It’s a 3 bhk villa situated in Govindpuram. It has an area of 1250 sqft with a carpet area of 800 sqft . The property is available at a price of Rs. 41.00 lac . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. ,1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1200,4211000,INR,,1,0,"This spacious 3 bhk villa is available for sale and is located in the heart of Govindpuram. It has an area of 1200 sqft with a carpet area of 760 sqft . The property is available at a price of Rs. 42.11 lac . The house is furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250,4242000,INR,,1,0,"It’s a 3 bhk villa situated in Govindpuram, Ghaziabad. It has a salable area of 1250 sqft and is available at a price of Rs. 3,393 per sqft. The house is semi-furnished. It is northeast facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250,4210000,INR,,1,0,It’s a 3 bhk villa situated in Govindpuram. It has a built-up area of 1250 sqft and is priced at Rs. 42.10 lac . The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. It is situated in the proximity of all the important facilities. Contact us for more details. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1400,4600000,INR,,1,0,"This spacious 4 bhk villa is available for sale and is located in the heart of Govindpuram. It has an area of 1400 sqft with a carpet area of 1350 sqft . The property is available at a price of Rs. 46.00 lac . The house is semi-furnished. Its main door is facing northeast direction. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1500,4800000,INR,,1,0,This spacious 3 bhk villa is available for sale and is located in the heart of Govindpuram. It has an area of 1500 sqft with a carpet area of 1400 sqft . The property is available at a price of Rs. 48.00 lac . The house is semi-furnished. It is facing northwest direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact for more details. ,1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,675,2150000,INR,,1,0,"It’s a 2 bhk villa situated in Govindpuram, Ghaziabad. It is a semi-furnished property. It is northwest facing property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,northwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1450,4400000,INR,,1,0,"It’s a 3 bhk villa situated in Govindpuram, Ghaziabad. Its main door is facing east direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250,4390000,INR,,1,0,"It’s a 3 bhk villa situated in Govindpuram. It has a salable area of 1250 sqft and is available at a price of Rs. 3,512 per sqft. The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,855,2751000,INR,,1,0,"A 2 bhk property is available for sale in Govindpuram, Ghaziabad. It has a salable area of 855 sqft and is available at a price of Rs. 3,217 per sqft. The house is semi-furnished. It is southeast facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,southeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,670,2155000,INR,,1,0,"A spacious 2 bhk villa is available for sale in Govindpuram, Ghaziabad. The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1250,4390000,INR,,1,0,"It’s a 3 bhk villa situated in Govindpuram. It has a salable area of 1250 sqft and is available at a price of Rs. 3,512 per sqft. The house is semi-furnished. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
sanjay nagar,776,2346000,INR,,1,0,"It’s a 2 bhk villa situated in sanjay nagar. It has an area of 776 sqft with a carpet area of 675 sqft . The property is available at a price of Rs. 23.46 lac . The house is semi-furnished. It is northeast facing property. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,665,2560000,INR,,1,0,It has a built-up area of 665 sqft and is priced at Rs. 25.60 lac . It is a semi-furnished property. It is northeast facing property. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1350,2720000,INR,,1,0,"It has a salable area of 1350 sqft and is available at a price of Rs. 2,014 per sqft. Its main door is facing northeast direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,685,2352000,INR,,1,0,Well designed 2 bhk villa is available at a prime location in Govindpuram. It has a built-up area of 685 sqft and is priced at Rs. 23.52 lac . The house is semi-furnished. Its main door is facing northeast direction. It is a ready-to-move-in property. The society is well connected by different modes of transportation. ,1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Govindpuram,1000,3299000,INR,,1,0,"It is a semi-furnished property. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
